"move_id","move_name","type","category","preview_id","preview_mp4","preview_gif","source_kind","ds_move_id","animation_reference","ds_animation_path","animation_class","source_manifest"
"JETSTREAM","Jet Stream","Dragon","Status","anim_0778","docs/approval/previews/mp4/anim_0778.mp4","docs/approval/previews/gif/anim_0778.gif","hg-engine-script","778","animations/hg-engine/gen8/778.s","animations/hg-engine/gen8/778.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_JETSTREAM_BURST","Jetstream Burst","Flying","Special","anim_0545","docs/approval/previews/mp4/anim_0545.mp4","docs/approval/previews/gif/anim_0545.gif","hg-engine-script","545","animations/hg-engine/gen5/545.s","animations/hg-engine/gen5/545.s","direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_DIRECT_RESOLUTION_PASS_14.csv"
"JOLTKICK","Jolt Kick","Electric","Physical","anim_0719","docs/approval/previews/mp4/anim_0719.mp4","docs/approval/previews/gif/anim_0719.gif","hg-engine-script","719","animations/hg-engine/gen7/719.s","animations/hg-engine/gen7/719.s","direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_PORT_FALLBACK_PASS_13.csv"
"KAOLINBASH","Kaolin Bash","Ground","Physical","anim_0618","docs/approval/previews/mp4/anim_0618.mp4","docs/approval/previews/gif/anim_0618.gif","hg-engine-script","618","animations/hg-engine/gen6/618.s","animations/hg-engine/gen6/618.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_KARMA","Karma","Poison","Status","anim_0174","docs/approval/previews/mp4/anim_0174.mp4","docs/approval/previews/gif/anim_0174.gif","platinum-base-move","174","MOVE_CURSE","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_KILOBITE","Kilobite","Steel","Physical","anim_0749","docs/approval/previews/mp4/anim_0749.mp4","docs/approval/previews/gif/anim_0749.gif","hg-engine-script","749","animations/hg-engine/gen8/749.s","animations/hg-engine/gen8/749.s","direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_DIRECT_RESOLUTION_PASS_14.csv"
"MOVE_KINETIC_BARRAGE","Kinetic Barrage","Psychic","Physical","anim_0070","docs/approval/previews/mp4/anim_0070.mp4","docs/approval/previews/gif/anim_0070.gif","platinum-base-move","70","MOVE_STRENGTH","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"KINETICREND","Kinetic Rend","Psychic","Special","anim_0835","docs/approval/previews/mp4/anim_0835.mp4","docs/approval/previews/gif/anim_0835.gif","hg-engine-script","835","animations/hg-engine/gen8/835.s","animations/hg-engine/gen8/835.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"LACTOSESHOT","Lactose Shot","Fairy","Special","anim_0708","docs/approval/previews/mp4/anim_0708.mp4","docs/approval/previews/gif/anim_0708.gif","hg-engine-script","708","animations/hg-engine/gen7/708.s","animations/hg-engine/gen7/708.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"LASERESENCIA","Láser Esencia","Normal","Special","anim_0549","docs/approval/previews/mp4/anim_0549.mp4","docs/approval/previews/gif/anim_0549.gif","hg-engine-script","549","animations/hg-engine/gen5/549.s","animations/hg-engine/gen5/549.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"LASERPULSE","Laser Pulse","Normal","Special","anim_0549","docs/approval/previews/mp4/anim_0549.mp4","docs/approval/previews/gif/anim_0549.gif","hg-engine-script","549","animations/hg-engine/gen5/549.s","animations/hg-engine/gen5/549.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_LEECH_BLADE","Leech Blade","Grass","Physical","anim_0348","docs/approval/previews/mp4/anim_0348.mp4","docs/approval/previews/gif/anim_0348.gif","platinum-base-move","348","MOVE_LEAF_BLADE","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"LICKCLEAN","Lick Clean","Water","Physical","anim_0821","docs/approval/previews/mp4/anim_0821.mp4","docs/approval/previews/gif/anim_0821.gif","hg-engine-script","821","animations/hg-engine/gen8/821.s","animations/hg-engine/gen8/821.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_LIGHTNING_BULLET","Lightning Bullet","Electric","Physical","anim_0192","docs/approval/previews/mp4/anim_0192.mp4","docs/approval/previews/gif/anim_0192.gif","platinum-base-move","192","MOVE_ZAP_CANNON","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_LIGHTNING_STRIKE","Lightning Strike","Electric","Physical","anim_0732","docs/approval/previews/mp4/anim_0732.mp4","docs/approval/previews/gif/anim_0732.gif","hg-engine-script","732","animations/hg-engine/gen7/732.s","animations/hg-engine/gen7/732.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"LIMPIASUENOS","Limpia Sueños","Fairy","Special","anim_0580","docs/approval/previews/mp4/anim_0580.mp4","docs/approval/previews/gif/anim_0580.gif","hg-engine-script","580","animations/hg-engine/gen6/580.s","animations/hg-engine/gen6/580.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"LINGOTAZO","Lingotazo","Rock","Physical","anim_0833","docs/approval/previews/mp4/anim_0833.mp4","docs/approval/previews/gif/anim_0833.gif","hg-engine-script","833","animations/hg-engine/gen8/833.s","animations/hg-engine/gen8/833.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"LIVEWIRE","Livewire","Electric","Status","anim_0607","docs/approval/previews/mp4/anim_0607.mp4","docs/approval/previews/gif/anim_0607.gif","hg-engine-script","607","animations/hg-engine/gen6/607.s","animations/hg-engine/gen6/607.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"LLUVIAPUNOS","Lluvia de Puños","Fighting","Physical","anim_0764","docs/approval/previews/mp4/anim_0764.mp4","docs/approval/previews/gif/anim_0764.gif","hg-engine-script","764","animations/hg-engine/gen8/764.s","animations/hg-engine/gen8/764.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_LOTUS_SHOWER","Lotus Shower","Grass","Physical","anim_0575","docs/approval/previews/mp4/anim_0575.mp4","docs/approval/previews/gif/anim_0575.gif","hg-engine-script","575","animations/hg-engine/gen6/575.s","animations/hg-engine/gen6/575.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_LOVELY_BITE","Lovely Bite","Fairy","Physical","anim_0586","docs/approval/previews/mp4/anim_0586.mp4","docs/approval/previews/gif/anim_0586.gif","hg-engine-script","586","animations/hg-engine/gen6/586.s","animations/hg-engine/gen6/586.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"LUNARCANNON","Lunar Cannon","Dark","Special","anim_0880","docs/approval/previews/mp4/anim_0880.mp4","docs/approval/previews/gif/anim_0880.gif","hg-engine-script","880","animations/hg-engine/gen9/880.s","animations/hg-engine/gen9/880.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MAGIKARPSREVENGE","Magikarp's Revenge","Water","Physical","anim_0875","docs/approval/previews/mp4/anim_0875.mp4","docs/approval/previews/gif/anim_0875.gif","hg-engine-script","875","animations/hg-engine/gen9/875.s","animations/hg-engine/gen9/875.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MAGMADRIFT","Magma Drift","Fire","Special","anim_0522","docs/approval/previews/mp4/anim_0522.mp4","docs/approval/previews/gif/anim_0522.gif","hg-engine-script","522","animations/hg-engine/gen5/522.s","animations/hg-engine/gen5/522.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MALDIGNICION","Maldignición","Ghost","Special","anim_0847","docs/approval/previews/mp4/anim_0847.mp4","docs/approval/previews/gif/anim_0847.gif","hg-engine-script","847","animations/hg-engine/gen8/847.s","animations/hg-engine/gen8/847.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MANADRAIN","Mana Drain","Dragon","Special","anim_0823","docs/approval/previews/mp4/anim_0823.mp4","docs/approval/previews/gif/anim_0823.gif","hg-engine-script","823","animations/hg-engine/gen8/823.s","animations/hg-engine/gen8/823.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MANAFANGS","Mana Fangs","Dragon","Physical","anim_0802","docs/approval/previews/mp4/anim_0802.mp4","docs/approval/previews/gif/anim_0802.gif","hg-engine-script","802","animations/hg-engine/gen8/802.s","animations/hg-engine/gen8/802.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MATRIXSHOT","Matrix Shot","Rock","Physical","anim_0594","docs/approval/previews/mp4/anim_0594.mp4","docs/approval/previews/gif/anim_0594.gif","hg-engine-script","594","animations/hg-engine/gen6/594.s","animations/hg-engine/gen6/594.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MEDUSARAY","Medusa Ray","Rock","Status","anim_0752","docs/approval/previews/mp4/anim_0752.mp4","docs/approval/previews/gif/anim_0752.gif","hg-engine-script","752","animations/hg-engine/gen8/752.s","animations/hg-engine/gen8/752.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_MEGATON_HAMMER","Megaton Hammer","Fighting","Physical","anim_0896","docs/approval/previews/mp4/anim_0896.mp4","docs/approval/previews/gif/anim_0896.gif","hg-engine-script","896","animations/hg-engine/gen9/896.s","animations/hg-engine/gen9/896.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MEME","Meme","???","Special","anim_0854","docs/approval/previews/mp4/anim_0854.mp4","docs/approval/previews/gif/anim_0854.gif","hg-engine-script","854","animations/hg-engine/gen9/854.s","animations/hg-engine/gen9/854.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_MERCULIGHT","Merculight","Electric","Status","anim_0182","docs/approval/previews/mp4/anim_0182.mp4","docs/approval/previews/gif/anim_0182.gif","platinum-base-move","182","MOVE_PROTECT","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MERCURIANTRAP","Mercurian Trap","Steel","Special","anim_0877","docs/approval/previews/mp4/anim_0877.mp4","docs/approval/previews/gif/anim_0877.gif","hg-engine-script","877","animations/hg-engine/gen9/877.s","animations/hg-engine/gen9/877.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"METALCRUNCHER","Metal Cruncher","Steel","Physical","anim_0777","docs/approval/previews/mp4/anim_0777.mp4","docs/approval/previews/gif/anim_0777.gif","hg-engine-script","777","animations/hg-engine/gen8/777.s","animations/hg-engine/gen8/777.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"METALWHIP","Metal Whip","Steel","Physical","anim_0777","docs/approval/previews/mp4/anim_0777.mp4","docs/approval/previews/gif/anim_0777.gif","hg-engine-script","777","animations/hg-engine/gen8/777.s","animations/hg-engine/gen8/777.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_METALLIC_MELODY","Metallic Melody","Steel","Special","anim_0589","docs/approval/previews/mp4/anim_0589.mp4","docs/approval/previews/gif/anim_0589.gif","hg-engine-script","589","animations/hg-engine/gen6/589.s","animations/hg-engine/gen6/589.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MIGRACIÓN","Migración","Flying","Physical","anim_0769","docs/approval/previews/mp4/anim_0769.mp4","docs/approval/previews/gif/anim_0769.gif","hg-engine-script","769","animations/hg-engine/gen8/769.s","animations/hg-engine/gen8/769.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_MIND_BREAK","Mind Break","Psychic","Physical","anim_0476","docs/approval/previews/mp4/anim_0476.mp4","docs/approval/previews/gif/anim_0476.gif","hg-engine-script","476","animations/hg-engine/gen5/476.s","animations/hg-engine/gen5/476.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_MIRAGE_SLAM","Mirage Slam","Psychic","Physical","anim_0896","docs/approval/previews/mp4/anim_0896.mp4","docs/approval/previews/gif/anim_0896.gif","hg-engine-script","896","animations/hg-engine/gen9/896.s","animations/hg-engine/gen9/896.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MIRRORBEAM","Mirror Beam","Steel","Special","anim_0799","docs/approval/previews/mp4/anim_0799.mp4","docs/approval/previews/gif/anim_0799.gif","hg-engine-script","799","animations/hg-engine/gen8/799.s","animations/hg-engine/gen8/799.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_MOLTEN_STRIKE","Molten Strike","Fire","Physical","anim_0896","docs/approval/previews/mp4/anim_0896.mp4","docs/approval/previews/gif/anim_0896.gif","hg-engine-script","896","animations/hg-engine/gen9/896.s","animations/hg-engine/gen9/896.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOP","Mop","Fairy","Status","anim_0584","docs/approval/previews/mp4/anim_0584.mp4","docs/approval/previews/gif/anim_0584.gif","hg-engine-script","584","animations/hg-engine/gen6/584.s","animations/hg-engine/gen6/584.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MORDISCOCARDUMEN","Mor. Cardúmen","Water","Physical","anim_0868","docs/approval/previews/mp4/anim_0868.mp4","docs/approval/previews/gif/anim_0868.gif","hg-engine-script","868","animations/hg-engine/gen9/868.s","animations/hg-engine/gen9/868.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MPREDATORIO","Mordisco Feroz","Grass","Physical","anim_0741","docs/approval/previews/mp4/anim_0741.mp4","docs/approval/previews/gif/anim_0741.gif","hg-engine-script","741","animations/hg-engine/gen7/741.s","animations/hg-engine/gen7/741.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MORPH","Morph","Normal","Status","anim_0478","docs/approval/previews/mp4/anim_0478.mp4","docs/approval/previews/gif/anim_0478.gif","hg-engine-script","478","animations/hg-engine/gen5/478.s","animations/hg-engine/gen5/478.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_MOUNTAIN_CHUNK","Mountain Chunk","Ground","Physical","anim_0670","docs/approval/previews/mp4/anim_0670.mp4","docs/approval/previews/gif/anim_0670.gif","hg-engine-script","670","animations/hg-engine/gen7/670.s","animations/hg-engine/gen7/670.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MUDBARRAGE","Mud Barrage","Ground","Special","anim_0818","docs/approval/previews/mp4/anim_0818.mp4","docs/approval/previews/gif/anim_0818.gif","hg-engine-script","818","animations/hg-engine/gen8/818.s","animations/hg-engine/gen8/818.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MULTIPULSE","Multipulse","Normal","Special","anim_0808","docs/approval/previews/mp4/anim_0808.mp4","docs/approval/previews/gif/anim_0808.gif","hg-engine-script","808","animations/hg-engine/gen8/808.s","animations/hg-engine/gen8/808.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MYSTICBLADE","Mystic Blade","Fairy","Physical","anim_0792","docs/approval/previews/mp4/anim_0792.mp4","docs/approval/previews/gif/anim_0792.gif","hg-engine-script","792","animations/hg-engine/gen8/792.s","animations/hg-engine/gen8/792.s","direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_PORT_FALLBACK_PASS_13.csv"
"MOVE_MYSTIC_DANCE","Mystic Dance","Dragon","Status","anim_0349","docs/approval/previews/mp4/anim_0349.mp4","docs/approval/previews/gif/anim_0349.gif","platinum-base-move","349","MOVE_DRAGON_DANCE","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"NANOREPAIR","Nanorepair","Steel","Status","anim_0845","docs/approval/previews/mp4/anim_0845.mp4","docs/approval/previews/gif/anim_0845.gif","hg-engine-script","845","animations/hg-engine/gen8/845.s","animations/hg-engine/gen8/845.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"NAZCAPATTERNS","Nazca Patterns","Normal","Special","anim_0854","docs/approval/previews/mp4/anim_0854.mp4","docs/approval/previews/gif/anim_0854.gif","hg-engine-script","854","animations/hg-engine/gen9/854.s","animations/hg-engine/gen9/854.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"NEWMOON","New Moon","Dark","Status","anim_0579","docs/approval/previews/mp4/anim_0579.mp4","docs/approval/previews/gif/anim_0579.gif","hg-engine-script","579","animations/hg-engine/gen6/579.s","animations/hg-engine/gen6/579.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"NIGHTBOUQUET","Night Bouquet","Poison","Special","anim_0477","docs/approval/previews/mp4/anim_0477.mp4","docs/approval/previews/gif/anim_0477.gif","hg-engine-script","477","animations/hg-engine/gen5/477.s","animations/hg-engine/gen5/477.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"NUCLEARSLASH","Nuclear Slash","Nuclear","Physical","anim_0622","docs/approval/previews/mp4/anim_0622.mp4","docs/approval/previews/gif/anim_0622.gif","hg-engine-script","622","animations/hg-engine/gen6/622.s","animations/hg-engine/gen6/622.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"NUCLEARWASTE","Nuclear Waste","Nuclear","Status","anim_0664","docs/approval/previews/mp4/anim_0664.mp4","docs/approval/previews/gif/anim_0664.gif","hg-engine-script","664","animations/hg-engine/gen7/664.s","animations/hg-engine/gen7/664.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"NUCLEARWIND","Nuclear Wind","Nuclear","Special","anim_0843","docs/approval/previews/mp4/anim_0843.mp4","docs/approval/previews/gif/anim_0843.gif","hg-engine-script","843","animations/hg-engine/gen8/843.s","animations/hg-engine/gen8/843.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_OBSCURED_SHOT","Obscured Shot","Dark","Special","anim_0542","docs/approval/previews/mp4/anim_0542.mp4","docs/approval/previews/gif/anim_0542.gif","hg-engine-script","542","animations/hg-engine/gen5/542.s","animations/hg-engine/gen5/542.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"OCEANSWRATH","Ocean's Wrath","Water","Special","anim_0597","docs/approval/previews/mp4/anim_0597.mp4","docs/approval/previews/gif/anim_0597.gif","hg-engine-script","597","animations/hg-engine/gen6/597.s","animations/hg-engine/gen6/597.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"OJOSTERRIBLES","Ojos Terribles","Ghost","Special","anim_0828","docs/approval/previews/mp4/anim_0828.mp4","docs/approval/previews/gif/anim_0828.gif","hg-engine-script","828","animations/hg-engine/gen8/828.s","animations/hg-engine/gen8/828.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_ONE_INCH_PUNCH","One-Inch Punch","Fighting","Physical","anim_0005","docs/approval/previews/mp4/anim_0005.mp4","docs/approval/previews/gif/anim_0005.gif","platinum-base-move","5","MOVE_MEGA_PUNCH","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_ONI_FIST","Oni Fist","Dark","Physical","anim_0325","docs/approval/previews/mp4/anim_0325.mp4","docs/approval/previews/gif/anim_0325.gif","platinum-base-move","325","MOVE_SHADOW_PUNCH","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_OUTBURST","Outburst","Normal","Special","anim_0153","docs/approval/previews/mp4/anim_0153.mp4","docs/approval/previews/gif/anim_0153.gif","platinum-base-move","153","MOVE_EXPLOSION","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"OVERBITE","Overbite","Dark","Physical","anim_0749","docs/approval/previews/mp4/anim_0749.mp4","docs/approval/previews/gif/anim_0749.gif","hg-engine-script","749","animations/hg-engine/gen8/749.s","animations/hg-engine/gen8/749.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"OVERENERGIZE","Overenergize","Electric","Special","anim_0908","docs/approval/previews/mp4/anim_0908.mp4","docs/approval/previews/gif/anim_0908.gif","hg-engine-script","908","animations/hg-engine/gen9/908.s","animations/hg-engine/gen9/908.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"OWTHEEDGE","Ow The Edge","Dark","Physical","anim_0848","docs/approval/previews/mp4/anim_0848.mp4","docs/approval/previews/gif/anim_0848.gif","hg-engine-script","848","animations/hg-engine/gen8/848.s","animations/hg-engine/gen8/848.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PALEOWAVE","Paleo Wave","Rock","Special","anim_0636","docs/approval/previews/mp4/anim_0636.mp4","docs/approval/previews/gif/anim_0636.gif","hg-engine-script","636","animations/hg-engine/gen7/636.s","animations/hg-engine/gen7/636.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_PARTY_FAVORS","Party Favors","Fairy","Physical","anim_0609","docs/approval/previews/mp4/anim_0609.mp4","docs/approval/previews/gif/anim_0609.gif","hg-engine-script","609","animations/hg-engine/gen6/609.s","animations/hg-engine/gen6/609.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"PATADAGELIDA","Patada Gélida","Ice","Physical","anim_0864","docs/approval/previews/mp4/anim_0864.mp4","docs/approval/previews/gif/anim_0864.gif","hg-engine-script","864","animations/hg-engine/gen9/864.s","animations/hg-engine/gen9/864.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PATRONAJE","Patronaje","Shadow","Status","anim_0916","docs/approval/previews/mp4/anim_0916.mp4","docs/approval/previews/gif/anim_0916.gif","hg-engine-script","916","animations/hg-engine/gen9/916.s","animations/hg-engine/gen9/916.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_PEBBLE_SHOWER","Pebble Shower","Rock","Special","anim_0157","docs/approval/previews/mp4/anim_0157.mp4","docs/approval/previews/gif/anim_0157.gif","platinum-base-move","157","MOVE_ROCK_SLIDE","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"PEPPERSPRAY","Pepper Spray","Grass","Special","anim_0905","docs/approval/previews/mp4/anim_0905.mp4","docs/approval/previews/gif/anim_0905.gif","hg-engine-script","905","animations/hg-engine/gen9/905.s","animations/hg-engine/gen9/905.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PERMAFROST","Permafrost","Ice","Status","anim_0697","docs/approval/previews/mp4/anim_0697.mp4","docs/approval/previews/gif/anim_0697.gif","hg-engine-script","697","animations/hg-engine/gen7/697.s","animations/hg-engine/gen7/697.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PESTILENCEBURST","Pestilence Burst","Grass","Special","anim_0838","docs/approval/previews/mp4/anim_0838.mp4","docs/approval/previews/gif/anim_0838.gif","hg-engine-script","838","animations/hg-engine/gen8/838.s","animations/hg-engine/gen8/838.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_PHANTOM_GLOVES","Phantom Glove","Ghost","Physical","anim_0421","docs/approval/previews/mp4/anim_0421.mp4","docs/approval/previews/gif/anim_0421.gif","platinum-base-move","421","MOVE_SHADOW_CLAW","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"PIPADELAPAZ","Pipa de la Paz","Psychic","Special","anim_0476","docs/approval/previews/mp4/anim_0476.mp4","docs/approval/previews/gif/anim_0476.gif","hg-engine-script","476","animations/hg-engine/gen5/476.s","animations/hg-engine/gen5/476.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_PITFALL","Pitfall","Ground","Physical","anim_0896","docs/approval/previews/mp4/anim_0896.mp4","docs/approval/previews/gif/anim_0896.gif","hg-engine-script","896","animations/hg-engine/gen9/896.s","animations/hg-engine/gen9/896.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_PIXIE_BEAM","Pixie Beam","Fairy","Special","anim_0708","docs/approval/previews/mp4/anim_0708.mp4","docs/approval/previews/gif/anim_0708.gif","hg-engine-script","708","animations/hg-engine/gen7/708.s","animations/hg-engine/gen7/708.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PIXIEPUMMEL","Pixie Pummel","Fairy","Physical","anim_0903","docs/approval/previews/mp4/anim_0903.mp4","docs/approval/previews/gif/anim_0903.gif","hg-engine-script","903","animations/hg-engine/gen9/903.s","animations/hg-engine/gen9/903.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
