"move_id","move_name","type","category","source_animation_reference","ds_animation_class","ds_animation_path","ds_move_id","port_action","notes"
"GREATRAGE","Great Rage","Grass","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/672.s","672","Reuse Solar Blade (MOVE_SOLAR_BLADE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Solar Blade. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"WOWWIENER","Wow Wiener","Fire","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/513.s","513","Reuse Incinerate (MOVE_INCINERATE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Incinerate. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PLUNDER","Plunder","Water","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/837.s","837","Reuse Wave Crash (MOVE_WAVE_CRASH) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Wave Crash. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"BLOBBYBOP","Blobby Bop","Ice","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/864.s","864","Reuse Ice Spinner (MOVE_ICE_SPINNER) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Ice Spinner. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"BANHAMMER","Ban Hammer","Normal","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/763.s","763","Reuse Max Strike (MOVE_MAX_STRIKE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Strike. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"HOMERUNBAT","Homerun Bat","Normal","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/763.s","763","Reuse Max Strike (MOVE_MAX_STRIKE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Strike. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ELBOWDROP","Elbow Drop","Ghost","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/812.s","812","Reuse Poltergeist (MOVE_POLTERGEIST) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Poltergeist. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ANATTACK","An Attack","???","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/881.s","881","Reuse ColisionCourse (MOVE_COLLISION_COURSE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: ColisionCourse. Confidence: manual-rescue. Basis: move type/category plus name/effect/tag similarity; manually selected for custom/unknown source typing. This is an assigned DS-native visual, not claimed as the source game's original animation."
"CHAOSDUNK","Chaos Dunk","Rock","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/913.s","913","Reuse Mighty Cleave (MOVE_MIGHTY_CLEAVE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Mighty Cleave. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"COMENGO","Come n' Go","Water","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/597.s","597","Reuse Water Shuriken (MOVE_WATER_SHURIKEN) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Water Shuriken. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DAILYDOSE","Daily Dose","Poison","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/485.s","485","Reuse Sludge Wave (MOVE_SLUDGE_WAVE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Sludge Wave. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DECAYDRAIN","Decay Drain","Poison","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/901.s","901","Reuse Noxious Torque (MOVE_NOXIOUS_TORQUE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Noxious Torque. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DILDOCANNON","Dildo Cannon","Dragon","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/802.s","802","Reuse Scale Shot (MOVE_SCALE_SHOT) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Scale Shot. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ENEMA","Enema","Grass","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/741.s","741","Reuse Sappy Seed (MOVE_SAPPY_SEED) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Sappy Seed. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"EROSIONWAVE","Erosion Wave","Rock","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/803.s","803","Reuse Meteor Beam (MOVE_METEOR_BEAM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Meteor Beam. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FALCONPUNCH","Falcon Punch","Flying","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/734.s","734","Reuse Floaty Fall (MOVE_FLOATY_FALL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Floaty Fall. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FIREBOMB","Fire Bomb","Fire","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/760.s","760","Reuse Max Flare (MOVE_MAX_FLARE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Flare. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FIZZBITCH","Fizzbitch","Grass","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/838.s","838","Reuse Chloroblast (MOVE_CHLOROBLAST) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Chloroblast. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FORYOU","For You","Fighting","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/826.s","826","Reuse Thunderous Kick (MOVE_THUNDEROUS_KICK) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Thunderous Kick. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FUTABABREAK","Futaba Break","Grass","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/575.s","575","Reuse Petal Blizzard (MOVE_PETAL_BLIZZARD) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Petal Blizzard. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"HOLYDUTY","Holy Duty","Fire","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/707.s","707","Reuse Shell Trap (MOVE_SHELL_TRAP) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Shell Trap. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"LACTOSESHOT","Lactose Shot","Fairy","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/708.s","708","Reuse Fleur Cannon (MOVE_FLEUR_CANNON) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Fleur Cannon. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MEME","Meme","???","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/854.s","854","Reuse Tera Blast (MOVE_TERA_BLAST) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Tera Blast. Confidence: manual-rescue. Basis: move type/category plus name/effect/tag similarity; manually selected for custom/unknown source typing. This is an assigned DS-native visual, not claimed as the source game's original animation."
"OVERENERGIZE","Overenergize","Electric","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/908.s","908","Reuse Electro Shot (MOVE_ELECTRO_SHOT) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Electro Shot. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"OWTHEEDGE","Ow The Edge","Dark","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/848.s","848","Reuse Ceaseless Edge (MOVE_CEASELESS_EDGE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Ceaseless Edge. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PUKEBLOOD","Puke Blood","Bug","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/679.s","679","Reuse Pollen Puff (MOVE_POLLEN_PUFF) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Pollen Puff. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PUNCHOUT","Punch Out","Fighting","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/615.s","615","Reuse Power-Up Punch (MOVE_POWER_UP_PUNCH) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Power-Up Punch. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"REGENERATE","Regenerate","Grass","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/819.s","819","Reuse Jungle Healing (MOVE_JUNGLE_HEALING) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Jungle Healing. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"RIOTSHIELD","Riot Shield","Fighting","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/779.s","779","Reuse Body Press (MOVE_BODY_PRESS) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Body Press. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SHITPOST","Shitpost","Ground","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/841.s","841","Reuse Headlong Rush (MOVE_HEADLONG_RUSH) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Headlong Rush. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SPOOKOUT","Spook Out","Ghost","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/857.s","857","Reuse Last Respects (MOVE_LAST_RESPECTS) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Last Respects. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"STRATOBLADE","Strato Blade","Flying","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/734.s","734","Reuse Floaty Fall (MOVE_FLOATY_FALL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Floaty Fall. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SUPERSNORE","Super Snore","Ice","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/559.s","559","Reuse Icicle Crash (MOVE_ICICLE_CRASH) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Icicle Crash. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SWINDLE","Swindle","Dark","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/825.s","825","Reuse Fiery Wrath (MOVE_FIERY_WRATH) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Fiery Wrath. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"TOKE","Toke","Fire","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/911.s","911","Reuse Burning Bulwark (MOVE_BURNING_BULWARK) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Burning Bulwark. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"TOXIRAVAGE","Toxiravage","Poison","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/830.s","830","Reuse Dire Claw (MOVE_DIRE_CLAW) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Dire Claw. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"TRIGGER","Trigger","Psychic","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/772.s","772","Reuse Max Mindstorm (MOVE_MAX_MINDSTORM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Mindstorm. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SUDOKU","Sudoku","Normal","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/496.s","496","Reuse Simple Beam (MOVE_SIMPLE_BEAM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Simple Beam. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"TIROTEO","Shootout","Dark","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/775.s","775","Reuse Max Darkness (MOVE_MAX_DARKNESS) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Darkness. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ELECTROBABA","Electro Slime","Electric","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/530.s","530","Reuse Electroweb (MOVE_ELECTROWEB) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Electroweb. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FUEGOLUNAR","Moonfire","Fire","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/598.s","598","Reuse Mystical Fire (MOVE_MYSTICAL_FIRE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Mystical Fire. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ROMPEHIELOS","Icebreaker","Ice","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/864.s","864","Reuse Ice Spinner (MOVE_ICE_SPINNER) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Ice Spinner. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"TRINCHAR","Carve","Steel","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/547.s","547","Reuse Gear Grind (MOVE_GEAR_GRIND) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Gear Grind. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DESBANDADA","Stampede","Flying","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/623.s","623","Reuse Dragon Ascent (MOVE_DRAGON_ASCENT) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Dragon Ascent. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FIEBREORO","Gold Rush","Dark","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/471.s","471","Reuse Hone Claws (MOVE_HONE_CLAWS) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Hone Claws. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MALDIGNICION","Malediction","Ghost","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/847.s","847","Reuse Infernal Parade (MOVE_INFERNAL_PARADE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Infernal Parade. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"LIMPIASUENOS","Dream Cleanse","Fairy","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/580.s","580","Reuse Draining Kiss (MOVE_DRAINING_KISS) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Draining Kiss. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ALAFUNESTA","Dire Wing","Flying","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/616.s","616","Reuse Oblivion Wing (MOVE_OBLIVION_WING) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Oblivion Wing. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FURIATOTEMICA","Totemic Fury","Ground","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/851.s","851","Reuse SandsearStorm (MOVE_SANDSEAR_STORM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: SandsearStorm. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ZARZAS","Brambles","Grass","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/776.s","776","Reuse Max Overgrowth (MOVE_MAX_OVERGROWTH) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Overgrowth. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SOMBRATELA","Shadow Web","Dark","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/775.s","775","Reuse Max Darkness (MOVE_MAX_DARKNESS) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Darkness. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ABRAZOFEROZ","Fierce Hug","Dark","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/657.s","657","Reuse Black Eclipse (MOVE_BLACK_HOLE_ECLIPSE_PHYSICAL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Black Eclipse. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"GEOIMPACTO","Geo Impact","Ground","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/634.s","634","Reuse Tectonic Rage (MOVE_TECTONIC_RAGE_SPECIAL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Tectonic Rage. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PIPADELAPAZ","Peace Pipe","Psychic","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/476.s","476","Reuse Psyshock (MOVE_PSYSHOCK) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Psyshock. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"BORRASCA","Squall","Electric","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/650.s","650","Reuse Gigavolt Havoc (MOVE_GIGAVOLT_HAVOC_SPECIAL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Gigavolt Havoc. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"OJOSTERRIBLES","Dreadful Eyes","Ghost","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/828.s","828","Reuse Astral Barrage (MOVE_ASTRAL_BARRAGE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Astral Barrage. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DRENANIMA","Soul Drain","Ghost","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/828.s","828","Reuse Astral Barrage (MOVE_ASTRAL_BARRAGE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Astral Barrage. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DANZAVUDU","Voodoo Dance","Poison","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/804.s","804","Reuse Shell Side Arm (MOVE_SHELL_SIDE_ARM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Shell Side Arm. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"CHOQUEVAPOR","Steam Strike","Fire","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/560.s","560","Reuse V-create (MOVE_V_CREATE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: V-create. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PATADAGELIDA","Icy Kick","Ice","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/864.s","864","Reuse Ice Spinner (MOVE_ICE_SPINNER) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Ice Spinner. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"COLMILLOSALVAJE","Wild Fangs","Normal","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/876.s","876","Reuse Raging Bull (MOVE_RAGING_BULL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Raging Bull. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"BRAZOMUSGO","Moss Arm","Grass","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/776.s","776","Reuse Max Overgrowth (MOVE_MAX_OVERGROWTH) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Overgrowth. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"LASERESENCIA","Essence Laser","Normal","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/549.s","549","Reuse Techno Blast (MOVE_TECHNO_BLAST) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Techno Blast. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"CARICATURA","Caricature","Normal","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/550.s","550","Reuse Relic Song (MOVE_RELIC_SONG) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Relic Song. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FLECHASTRAL","Astral Arrow","Fairy","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/770.s","770","Reuse Max Starfall (MOVE_MAX_STARFALL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Starfall. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"LINGOTAZO","Ingot Slam","Rock","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/833.s","833","Reuse Stone Axe (MOVE_STONE_AXE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Stone Axe. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ABSORBESENCIA","Essence Drain","Ghost","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/765.s","765","Reuse Max Phantasm (MOVE_MAX_PHANTASM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Phantasm. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FUERZAESENCIA","Essence Force","Psychic","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/800.s","800","Reuse Expanding Force (MOVE_EXPANDING_FORCE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Expanding Force. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MAGIKARPSREVENGE","Magikarp's Revenge","Water","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/875.s","875","Reuse Aqua Step (MOVE_AQUA_STEP) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Aqua Step. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ZEALOUSDANCE","Zealous Dance","Dragon","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/731.s","731","Reuse Soulblaze (MOVE_CLANGOROUS_SOULBLAZE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Soulblaze. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PSYCRUSH","Psycrush","Psychic","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/858.s","858","Reuse Lumina Crash (MOVE_LUMINA_CRASH) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Lumina Crash. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
