"candidate_index","provisional_ds_id","batch_id","move_id","move_name","type","category","power","accuracy","pp","mechanics_audit_status","animation_class","animation_reference","visual_policy"
"359","1281","BULK08","QUICKSAND","Quick Sand","Ground","Physical","40","100","20","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"360","1282","BULK08","THINKFAST","Think Fast","Psychic","Special","40","100","20","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"361","1283","BULK08","BOLTBEAM","Boltbeam","Electric","Special","100","100","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"362","1284","BULK08","CHECKEM","Check 'Em","Psychic","Special","25","100","15","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"363","1285","BULK08","PIXIEPUMMEL","Pixie Pummel","Fairy","Physical","120","80","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"364","1286","BULK08","GAYAGENDA","Gay Agenda","Fairy","Status","0","100","15","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"365","1287","BULK08","SPOOPERPOWER","Spooperpower","Ghost","Special","100","100","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"366","1288","BULK08","GREATRAGE","Great Rage","Grass","Physical","140","100","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"367","1289","BULK08","WOWWIENER","Wow Wiener","Fire","Special","30","100","15","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"368","1290","BULK08","PLUNDER","Plunder","Water","Physical","100","100","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"369","1291","BULK08","BLOBBYBOP","Blobby Bop","Ice","Physical","70","0","15","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"370","1292","BULK08","BANHAMMER","Ban Hammer","Normal","Physical","90","90","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"371","1293","BULK08","HOMERUNBAT","Homerun Bat","Normal","Physical","90","90","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"372","1294","BULK08","ELBOWDROP","Elbow Drop","Ghost","Physical","100","100","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"373","1295","BULK08","ANATTACK","An Attack","???","Physical","120","100","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"374","1296","BULK08","CHAOSDUNK","Chaos Dunk","Rock","Physical","110","100","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"375","1297","BULK08","COMENGO","Come n' Go","Water","Special","25","100","30","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"376","1298","BULK08","DAILYDOSE","Daily Dose","Poison","Special","80","95","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"377","1299","BULK08","DECAYDRAIN","Decay Drain","Poison","Physical","100","100","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"378","1300","BULK08","DILDOCANNON","Dildo Cannon","Dragon","Physical","25","100","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"379","1301","BULK08","ENEMA","Enema","Grass","Physical","90","100","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"380","1302","BULK08","EROSIONWAVE","Erosion Wave","Rock","Special","95","100","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"381","1303","BULK08","FALCONPUNCH","Falcon Punch","Flying","Physical","100","90","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"382","1304","BULK08","FIREBOMB","Fire Bomb","Fire","Physical","100","95","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"383","1305","BULK08","FIZZBITCH","Fizzbitch","Grass","Special","150","80","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"384","1306","BULK08","FORYOU","For You","Fighting","Physical","100","100","15","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"385","1307","BULK08","FUTABABREAK","Futaba Break","Grass","Physical","90","100","15","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"386","1308","BULK08","HOLYDUTY","Holy Duty","Fire","Special","250","100","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"387","1309","BULK08","LACTOSESHOT","Lactose Shot","Fairy","Special","130","90","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"388","1310","BULK08","MEME","Meme","???","Special","65","100","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"389","1311","BULK08","OVERENERGIZE","Overenergize","Electric","Special","150","100","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"390","1312","BULK08","OWTHEEDGE","Ow The Edge","Dark","Physical","120","100","15","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"391","1313","BULK08","PUKEBLOOD","Puke Blood","Bug","Special","130","95","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"392","1314","BULK08","PUNCHOUT","Punch Out","Fighting","Physical","70","100","20","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"393","1315","BULK08","REGENERATE","Regenerate","Grass","Status","0","0","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"394","1316","BULK08","RIOTSHIELD","Riot Shield","Fighting","Physical","80","100","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"395","1317","BULK08","SHITPOST","Shitpost","Ground","Physical","120","100","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"396","1318","BULK08","SPOOKOUT","Spook Out","Ghost","Physical","60","100","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"397","1319","BULK08","STRATOBLADE","Strato Blade","Flying","Physical","90","100","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"398","1320","BULK08","SUPERSNORE","Super Snore","Ice","Physical","255","100","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"399","1321","BULK08","SWINDLE","Swindle","Dark","Special","100","100","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"400","1322","BULK08","TOKE","Toke","Fire","Status","0","0","20","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"401","1323","BULK09","TOXIRAVAGE","Toxiravage","Poison","Physical","80","100","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"402","1324","BULK09","TRIGGER","Trigger","Psychic","Physical","30","100","15","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"403","1325","BULK09","SUDOKU","Sudoku","Normal","Status","0","100","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"404","1326","BULK09","TIROTEO","Tiroteo","Dark","Physical","25","95","20","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"405","1327","BULK09","ELECTROBABA","Electrobaba","Electric","Special","85","100","15","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"406","1328","BULK09","FUEGOLUNAR","Fuego Lunar","Fire","Special","95","100","15","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"407","1329","BULK09","ROMPEHIELOS","Rompehielos","Ice","Physical","120","95","15","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"408","1330","BULK09","TRINCHAR","Trinchar","Steel","Physical","10","90","10","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"409","1331","BULK09","DESBANDADA","Desbandada","Flying","Physical","75","100","16","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"410","1332","BULK09","FIEBREORO","Fiebre del Oro","Dark","Status","0","","10","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"411","1333","BULK09","MALDIGNICION","Maldignición","Ghost","Special","80","100","15","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"412","1334","BULK09","LIMPIASUENOS","Limpia Sueños","Fairy","Special","120","100","15","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"413","1335","BULK09","ALAFUNESTA","Ala Funesta","Flying","Special","75","100","10","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"414","1336","BULK09","FURIATOTEMICA","Furia Totémica","Ground","Special","90","100","10","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"415","1337","BULK09","ZARZAS","Zarzas","Grass","Physical","90","95","15","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"416","1338","BULK09","SOMBRATELA","Sombratela","Dark","Physical","70","100","15","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"417","1339","BULK09","ABRAZOFEROZ","Abrazo Feroz","Dark","Physical","90","100","10","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"418","1340","BULK09","GEOIMPACTO","Geoimpacto","Ground","Special","140","100","5","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"419","1341","BULK09","PIPADELAPAZ","Pipa de la Paz","Psychic","Special","85","100","15","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"420","1342","BULK09","BORRASCA","Borrasca","Electric","Special","120","80","5","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"421","1343","BULK09","OJOSTERRIBLES","Ojos Terribles","Ghost","Special","85","100","15","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"422","1344","BULK09","DRENANIMA","Drenánima","Ghost","Special","80","100","10","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"423","1345","BULK09","DANZAVUDU","Danza Vudú","Poison","Special","80","100","15","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"424","1346","BULK09","CHOQUEVAPOR","Choque Vapor","Fire","Physical","100","100","10","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"425","1347","BULK09","PATADAGELIDA","Patada Gélida","Ice","Physical","85","95","10","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"426","1348","BULK09","COLMILLOSALVAJE","Colm. Salvaje","Normal","Physical","90","100","10","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"427","1349","BULK09","BRAZOMUSGO","Brazo Musgo","Grass","Physical","80","100","15","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"428","1350","BULK09","LASERESENCIA","Láser Esencia","Normal","Special","150","100","5","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"429","1351","BULK09","CARICATURA","Caricatura","Normal","Special","70","100","10","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"430","1352","BULK09","FLECHASTRAL","Flecha Astral","Fairy","Physical","25","100","20","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"431","1353","BULK09","LINGOTAZO","Lingotazo","Rock","Physical","95","95","15","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"432","1354","BULK09","ABSORBESENCIA","Absorbesencia","Ghost","Physical","100","100","10","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"433","1355","BULK09","FUERZAESENCIA","Fuerzaesencia","Psychic","Special","100","100","15","complete","no source animation evidence","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","DEFER_VISUAL_UNTIL_APPROVED"
"434","1356","BULK09","MAGIKARPSREVENGE","Magikarp's Revenge","Water","Physical","120","0","10","complete","no source animation evidence","The audited SageFox/Pokemon-Showdown-Sage repository defines the custom move in data/moves.js, but no move-animation assets or per-move visual mapping data were found.","DEFER_VISUAL_UNTIL_APPROVED"
"435","1357","BULK09","SLIMESHOT","Slime Shot","Ground","Special","85","100","10","complete","source-mapped cross-engine animation; not DS-native","Pinned Data/move2anim.dat directly maps SLIMESHOT to player-side animation ID 1149 and opponent-side animation ID 1150; the referenced animation records are stored in Data/PkmnAnimations.rxdata.","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"436","1358","BULK09","ZEALOUSDANCE","Zealous Dance","Dragon","Special","80","100","10","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for ZEALOUSDANCE.","DEFER_VISUAL_UNTIL_APPROVED"
"437","1359","BULK09","PSYSONIC","Psysonic","Psychic","Special","90","0","10","complete","source-mapped cross-engine animation; not DS-native","Pinned Data/move2anim.dat directly maps PSYSONIC to player-side animation ID 1159 and opponent-side animation ID 1160; the referenced animation records are stored in Data/PkmnAnimations.rxdata.","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"438","1360","BULK09","PSYCRUSH","Psycrush","Psychic","Special","80","100","10","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for PSYCRUSH.","DEFER_VISUAL_UNTIL_APPROVED"
"439","1361","BULK09","KINETICREND","Kinetic Rend","Psychic","Special","70","100","20","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for KINETICREND.","DEFER_VISUAL_UNTIL_APPROVED"
"440","1362","BULK09","JOLTKICK","Jolt Kick","Electric","Physical","85","90","10","complete","source-mapped cross-engine animation; not DS-native","Pinned Data/move2anim.dat directly maps JOLTKICK to player-side animation ID 1156; the referenced animation records are stored in Data/PkmnAnimations.rxdata.","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"441","1363","BULK09","FROSTKICK","Frost Kick","Ice","Physical","85","90","10","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for FROSTKICK.","DEFER_VISUAL_UNTIL_APPROVED"
"442","1364","BULK09","SCOURINGWINDS","Scouring Winds","Flying","Special","95","90","10","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for SCOURINGWINDS.","DEFER_VISUAL_UNTIL_APPROVED"
"443","1365","BULK09","HAUNT","Haunt","Ghost","Physical","75","100","10","complete","source-mapped cross-engine animation; not DS-native","Pinned Data/move2anim.dat directly maps HAUNT to player-side animation ID 1154 and opponent-side animation ID 1155; the referenced animation records are stored in Data/PkmnAnimations.rxdata.","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"444","1366","BULK09","BITINGCOLD","Biting Cold","Ice","Status","0","85","15","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for BITINGCOLD.","DEFER_VISUAL_UNTIL_APPROVED"
"445","1367","BULK09","CHILLINGWAIL","Chilling Wail","Ghost","Special","90","100","10","complete","source-mapped cross-engine animation; not DS-native","Pinned Data/move2anim.dat directly maps CHILLINGWAIL to player-side animation ID 1153; the referenced animation records are stored in Data/PkmnAnimations.rxdata.","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"446","1368","BULK09","MYSTICBLADE","Mystic Blade","Fairy","Physical","85","100","10","complete","source-mapped cross-engine animation; not DS-native","Pinned Data/move2anim.dat directly maps MYSTICBLADE to player-side animation ID 1145 and opponent-side animation ID 1146; the referenced animation records are stored in Data/PkmnAnimations.rxdata.","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"447","1369","BULK09","FORCEWAVE","Force Wave","Fighting","Special","90","95","10","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for FORCEWAVE.","DEFER_VISUAL_UNTIL_APPROVED"
"448","1370","BULK09","GEODEBURST","Geode Burst","Rock","Special","110","80","5","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for GEODEBURST.","DEFER_VISUAL_UNTIL_APPROVED"
"449","1371","BULK09","FORGEBREATH","Forge Breath","Steel","Special","85","100","15","complete","source-mapped cross-engine animation; not DS-native","Pinned Data/move2anim.dat directly maps FORGEBREATH to player-side animation ID 1147; the referenced animation records are stored in Data/PkmnAnimations.rxdata.","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"450","1372","BULK09","EXCITE","Excite","Normal","Status","0","0","20","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for EXCITE.","DEFER_VISUAL_UNTIL_APPROVED"
"451","1373","BULK10","SCATTERDUST","Scatterdust","Bug","Special","80","100","15","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for SCATTERDUST.","DEFER_VISUAL_UNTIL_APPROVED"
"452","1374","BULK10","SWEETTOOTH","Sweet Tooth","Fairy","Physical","50","100","25","complete","source-mapped cross-engine animation; not DS-native","Pinned Data/move2anim.dat directly maps SWEETTOOTH to player-side animation ID 1158; the referenced animation records are stored in Data/PkmnAnimations.rxdata.","UNIQUE_DONOR_VISUAL_ONCE_AFTER_PORT"
"453","1375","BULK10","SUPERNOVA","Impact Event","Fire","Physical","200","100","5","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for SUPERNOVA.","DEFER_VISUAL_UNTIL_APPROVED"
"454","1376","BULK10","PEPPERSPRAY","Pepper Spray","Grass","Special","85","100","15","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for PEPPERSPRAY.","DEFER_VISUAL_UNTIL_APPROVED"
"455","1377","BULK10","TITANSWRATH","Titan's Wrath","Qmarks","Special","100","100","5","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for TITANSWRATH.","DEFER_VISUAL_UNTIL_APPROVED"
"456","1378","BULK10","SIRENSONG","Siren Song","Water","Special","90","100","10","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for SIRENSONG.","DEFER_VISUAL_UNTIL_APPROVED"
"457","1379","BULK10","REBALANCING","Rebalancing","Fighting","Status","0","100","5","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for REBALANCING.","DEFER_VISUAL_UNTIL_APPROVED"
"458","1380","BULK10","FRIGIDMAW","Frigid Maw","Ice","Physical","100","100","5","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for FRIGIDMAW.","DEFER_VISUAL_UNTIL_APPROVED"
"459","1381","BULK10","MANADRAIN","Mana Drain","Dragon","Special","100","100","5","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for MANADRAIN.","DEFER_VISUAL_UNTIL_APPROVED"
"460","1382","BULK10","STEAMBURST","Steam Burst","Fire","Special","75","100","10","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for STEAMBURST.","DEFER_VISUAL_UNTIL_APPROVED"
"461","1383","BULK10","QUESOBLAST","Queso Blast","Qmarks","Physical","30","100","5","complete","no direct source move-animation mapping found","The Untamed source contains its battle-animation system and Data/PkmnAnimations.rxdata, but pinned Data/move2anim.dat has no direct player-side or opponent-side entry for QUESOBLAST.","DEFER_VISUAL_UNTIL_APPROVED"
